LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2000,4.589213779,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2001,4.643753479,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2002,4.714545197,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2003,5.072878001,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2004,5.341668915,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.568314691,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2006,5.64531525,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.791531668,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2008,6.179735895,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2009,6.73987659,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2010,6.903193393,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2011,6.85057441,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2012,6.947436117,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2013,6.921646426,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2014,6.795498374,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2015,6.621509075,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2016,6.705359007,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2017,6.870944661,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2018,7.070808964,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2019,7.067100943,
ESP,RESEARCHER,TOT,1000EMPLOYED,A,2020,7.442052404,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1981,4.17545497,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1983,4.47318097,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1985,5.013507326,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1987,5.128639133,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1989,5.614439324,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1991,5.853200883,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1993,7.131155534,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1995,8.153305885,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1997,9.121444472,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,1999,9.509475212,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2001,10.47253488,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2003,11.03159341,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2004,11.24573536,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2005,12.66720405,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2006,12.60551911,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2007,10.12643678,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2008,11.02282704,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2009,10.60479713,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2010,10.98507463,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2011,10.60352711,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2012,10.6505295,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2013,13.74015411,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2014,14.06860882,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2015,13.87978369,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2016,14.37336601,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2017,14.57683875,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2018,14.74127109,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2019,15.33326833,
SWE,RESEARCHER,TOT,1000EMPLOYED,A,2020,15.82473819,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1990,0.688118513,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1991,0.704679321,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1992,0.735151069,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1993,0.835686064,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1994,0.822972938,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1995,0.877491395,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1996,0.972919912,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1997,1.016679387,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1998,0.991376019,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,1999,1.038554645,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2000,1.220033424,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2001,1.200303485,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2002,1.272542414,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2003,1.745777258,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2004,1.776804259,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2005,2.008260127,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2006,2.150919097,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2007,2.466130104,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2008,2.565751198,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2009,2.795129772,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2010,2.931251207,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2011,3.085915967,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2012,3.406439251,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2013,3.594917288,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2014,3.497728016,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2015,3.614157333,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2016,3.722377077,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2017,4.007772485,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2018,4.432438297,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2019,4.876213306,
TUR,RESEARCHER,TOT,1000EMPLOYED,A,2020,5.653621657,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1981,5.252718633,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1982,5.391926273,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1983,5.360230492,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1984,5.324860009,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1985,5.351305659,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1986,5.455738833,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1987,5.334562459,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1988,5.265590424,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1989,4.970501754,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1990,4.947615171,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1991,4.9034858,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1992,5.054473511,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1993,5.171770895,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1994,5.248863709,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1995,5.643104887,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1996,5.554714213,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1997,5.49117276,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1998,5.884330152,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,1999,6.168239907,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2000,6.205747076,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2001,6.572885043,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2002,7.091456512,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2003,7.677756069,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2004,8.024583704,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2005,8.616018798,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2006,8.71671209,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2007,8.59977899,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2008,8.503288256,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2009,8.785135397,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2010,8.779078408,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2011,8.557003324,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2012,8.626442931,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2013,8.91087583,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2014,8.993860989,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2015,9.137117072,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2016,9.169948068,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.227710367,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2018,9.449751364,
GBR,RESEARCHER,TOT,1000EMPLOYED,A,2019,9.644763294,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1981,5.277037727,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1982,5.547531108,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1983,5.776654942,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1984,5.851709978,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1985,5.635137191,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1986,5.937253285,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1987,6.074829756,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1988,6.035804516,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1989,6.094484976,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1990,6.156496981,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1991,6.29601688,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1992,6.455387155,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1993,6.463876599,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1994,6.266958446,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1995,6.311398252,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1996,6.567860216,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1997,6.728668163,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1998,7.000411818,
USA,RESEARCHER,TOT,1000EMPLOYED,A,1999,7.07557532,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2000,7.075330172,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2001,7.290153977,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2002,7.555406147,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2003,8.052489781,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2004,7.819480824,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2005,7.662212734,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2006,7.719577958,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2007,7.657802836,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2008,8.083868737,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2009,8.80880208,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2010,8.487258235,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2011,8.822004714,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2012,8.655354148,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2013,8.854348316,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2014,9.024793453,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2015,9.073575712,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2016,8.940879717,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.223531948,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2018,9.836110406,
USA,RESEARCHER,TOT,1000EMPLOYED,A,2019,9.932925665,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,1997,1.869920547,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,1998,1.833593935,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,1999,1.882487881,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2000,1.905267847,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2001,1.879062597,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2002,1.954725688,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2003,1.904272051,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2004,1.96133534,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2005,2.055393162,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2006,2.185221767,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2007,2.366847043,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2008,2.520004031,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2009,2.531652789,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2010,2.747154762,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2011,2.846462449,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2012,2.898965662,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2013,2.88760748,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2014,2.931114025,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2015,2.961235733,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2016,3.023499967,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2017,2.896461248,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2018,2.910839378,
ARG,RESEARCHER,TOT,1000EMPLOYED,A,2019,2.92805402,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2007,0.873393678,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2008,0.911243226,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2009,0.747929686,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2010,0.762909152,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2011,0.811849715,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2012,0.891448766,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2013,0.756829158,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2014,0.959768239,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2015,1.018377023,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2016,1.107274569,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2017,1.099448362,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2018,1.168550545,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2019,1.128670667,
CHL,RESEARCHER,TOT,1000EMPLOYED,A,2020,1.325448462,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1991,0.719793559,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1992,0.713357117,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1993,0.732247635,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1994,0.818323327,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1995,0.766913979,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1996,0.794778825,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1997,0.843168147,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1998,0.687316845,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,1999,0.743900048,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2000,0.964225567,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2001,1.020270066,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2002,1.106065775,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2003,1.169181946,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2004,1.247242271,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2005,1.498650984,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2006,1.632153965,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2007,1.88975319,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2008,2.107379175,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2009,1.519637865,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2010,1.591013468,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2011,1.72986246,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2012,1.841237181,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2013,1.944980669,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2014,1.996464001,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2015,2.121367531,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2016,2.219392485,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2017,2.288309185,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2018,2.462469716,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2019,2.795949209,
CHN,RESEARCHER,TOT,1000EMPLOYED,A,2020,3.038918789,
EST,RESEARCHER,TOT,1000EMPLOYED,A,1998,4.902864669,
EST,RESEARCHER,TOT,1000EMPLOYED,A,1999,5.079526227,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2000,4.554929096,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2001,4.479822918,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2002,5.161997975,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2003,5.019131592,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2004,5.57781457,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.392585397,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2006,5.470258486,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2007,5.735156979,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2008,6.409471649,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2009,7.324278438,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2010,7.156398104,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2011,7.841126369,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2012,7.720303286,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2013,7.342552483,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2014,7.089522873,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2015,6.721785198,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2016,6.944133184,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2017,7.286048324,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2018,7.64865281,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2019,7.721307206,
EST,RESEARCHER,TOT,1000EMPLOYED,A,2020,8.04894292,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,1995,2.821605337,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,1996,2.696860204,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,1997,2.508932739,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,1998,2.501706081,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,1999,2.162314034,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2000,1.900924654,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2001,1.850937855,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2002,2.118885721,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2003,2.190837461,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2004,2.313687075,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2005,2.50656721,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2006,2.033620327,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2007,1.982203589,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2008,2.072201155,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2009,2.137156875,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2010,2.267035719,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2011,1.886728251,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2012,2.083906863,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2013,2.167713025,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2014,2.097259861,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2015,2.047808391,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2016,2.140789599,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2017,2.029613495,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2018,1.99252211,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2019,2.005896295,
ROU,RESEARCHER,TOT,1000EMPLOYED,A,2020,2.157882965,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,1998,8.423884784,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,1999,7.896258638,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2000,7.782695559,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2001,7.766503386,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2002,7.380008701,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2003,7.348271756,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2004,7.095277708,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2005,6.798124058,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2006,6.713368706,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2007,6.628175781,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2008,6.354844162,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2009,6.371747587,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2010,6.321260045,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2011,6.316651848,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2012,6.195667063,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2013,6.171380146,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2014,6.218496205,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2015,6.210663127,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2016,5.924384954,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2017,5.678093368,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2018,5.594385926,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2019,5.569947034,
RUS,RESEARCHER,TOT,1000EMPLOYED,A,2020,5.625798501,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1994,3.802706802,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1995,4.220326898,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1996,4.72946308,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.742730072,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1998,5.634102932,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,1999,6.108028702,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2000,7.661005942,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2001,7.710925841,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2002,8.435468554,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2003,9.37797396,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2004,9.679697272,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2005,10.25445493,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2006,10.0298169,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2007,9.997583126,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2008,9.429548842,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2009,10.20960201,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2010,10.3120094,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2011,10.44260492,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2012,10.16559447,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2013,10.30729864,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2014,10.11266867,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2015,10.71662929,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2016,10.67421252,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2017,10.60068676,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2018,10.57755195,
SGP,RESEARCHER,TOT,1000EMPLOYED,A,2019,11.17655313,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,1995,5.308976583,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,1996,4.9646096,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,1997,4.530809958,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,1998,4.832525093,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,1999,4.916703687,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2000,4.740352028,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2001,4.889130435,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2002,4.967362226,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2003,4.052603328,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2004,4.312928082,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2005,5.648994516,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2006,6.201164637,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2007,6.403032476,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2008,7.028485757,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2009,7.566304237,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2010,7.99564044,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2011,9.263091216,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2012,9.468187147,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2013,9.385577234,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2014,9.202533004,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2015,8.369530671,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2016,8.44673325,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2017,9.398746968,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2018,9.858024087,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2019,10.04087773,
SVN,RESEARCHER,TOT,1000EMPLOYED,A,2020,10.43298775,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,1997,0.925486507,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2001,1.174350855,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2003,1.196273781,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2004,1.487442022,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2005,1.355095267,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2006,1.384083524,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2007,1.434610961,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2008,1.32907197,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2009,1.394484228,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2010,1.357672061,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2011,1.429636696,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2012,1.482326809,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2013,1.570469157,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2014,1.556280708,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2015,1.661863922,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2016,1.7526109,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2017,1.825420249,
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2018,1.775700256,
