NATMON_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",AUT,Austria,2017,2017,3943.24731,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",AUT,Austria,2018,2018,4151.10589,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",AUT,Austria,2019,2019,3979.77535,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",VUT,Vanuatu,2019,2019,7.0803,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",VUT,Vanuatu,2020,2020,7.79067,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),DZA,Algeria,2021,2021,31.21564,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ITA,Italy,2016,2016,1.0917,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ITA,Italy,2018,2018,1.37238,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ITA,Italy,2019,2019,1.12511,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LVA,Latvia,2016,2016,194.96839,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LVA,Latvia,2017,2017,191.3213,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LVA,Latvia,2018,2018,206.57938,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LVA,Latvia,2019,2019,212.91302,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",BMU,Bermuda,2017,2017,29.39919,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),URY,Uruguay,2016,2016,0.69507,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),URY,Uruguay,2017,2017,0.73662,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),URY,Uruguay,2018,2018,0.73426,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),URY,Uruguay,2019,2019,0.81101,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),URY,Uruguay,2020,2020,0.47548,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IND,India,2016,2016,13328.79591,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IND,India,2017,2017,13723.88708,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IND,India,2018,2018,15940.97491,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IND,India,2019,2019,16411.15344,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",IND,India,2020,2020,18022.82125,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2016,2016,,a,Category not applicable
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2017,2017,,a,Category not applicable
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2018,2018,,a,Category not applicable
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2019,2019,,a,Category not applicable
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2020,2020,,a,Category not applicable
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VAT,Holy See,2021,2021,,a,Category not applicable
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ROU,Romania,2016,2016,0.56902,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ROU,Romania,2017,2017,0.62695,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ROU,Romania,2018,2018,0.65183,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ROU,Romania,2019,2019,0.73216,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ESP,Spain,2016,2016,14039.71959,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ESP,Spain,2017,2017,14861.66797,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ESP,Spain,2018,2018,15968.39847,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ESP,Spain,2019,2019,15578.76259,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",TGO,Togo,2016,2016,16.58209,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",TCA,Turks and Caicos Islands,2018,2018,0.14994,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MDA,Republic of Moldova,2016,2016,101.94433,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MDA,Republic of Moldova,2017,2017,123.51209,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MDA,Republic of Moldova,2018,2018,145.41844,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MDA,Republic of Moldova,2019,2019,162.57718,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",MDA,Republic of Moldova,2020,2020,145.33767,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",GIN,Guinea,2016,2016,88.63033,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",GIN,Guinea,2017,2017,97.07643,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",GIN,Guinea,2019,2019,102.3533,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",GIN,Guinea,2020,2020,140.82448,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",RWA,Rwanda,2016,2016,78.92969,‡,UIS Estimation
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",RWA,Rwanda,2018,2018,40.4522,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",RWA,Rwanda,2021,2021,50.81772,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,1.73767,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,1.7132,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,1.67826,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,1.68327,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZMB,Zambia,2016,2016,0.29571,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZMB,Zambia,2017,2017,0.34805,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VGB,British Virgin Islands,2017,2017,0.73526,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VGB,British Virgin Islands,2018,2018,0.71282,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VGB,British Virgin Islands,2019,2019,0.70291,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),VGB,British Virgin Islands,2020,2020,0.72981,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LVA,Latvia,2016,2016,1.49125,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LVA,Latvia,2017,2017,1.3369,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LVA,Latvia,2018,2018,1.28116,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),LVA,Latvia,2019,2019,1.28846,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARE,United Arab Emirates,2019,2019,5030.46628,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARE,United Arab Emirates,2020,2020,3477.7579,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NLD,Netherlands,2016,2016,8263.41805,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NLD,Netherlands,2017,2017,8203.58429,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NLD,Netherlands,2018,2018,9636.35497,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",NLD,Netherlands,2019,2019,8983.68283,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MCO,Monaco,2016,2016,0.17413,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MCO,Monaco,2019,2019,0.14558,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AUS,Australia,2016,2016,1.03826,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AUS,Australia,2017,2017,1.02643,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AUS,Australia,2018,2018,1.08227,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),AUS,Australia,2019,2019,1.10154,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDV,Maldives,2016,2016,0.17769,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDV,Maldives,2018,2018,0.16604,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDV,Maldives,2019,2019,0.17561,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LCA,Saint Lucia,2016,2016,11.73242,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LCA,Saint Lucia,2018,2018,11.10157,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LCA,Saint Lucia,2019,2019,10.90048,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",LCA,Saint Lucia,2020,2020,11.42269,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SWE,Sweden,2016,2016,4489.7709,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SWE,Sweden,2017,2017,4862.62073,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SWE,Sweden,2018,2018,5086.06347,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SWE,Sweden,2019,2019,4821.25952,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),IRN,Iran (Islamic Republic of),2016,2016,0.69427,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),IRN,Iran (Islamic Republic of),2017,2017,0.68592,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),IRN,Iran (Islamic Republic of),2018,2018,0.57731,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),IRN,Iran (Islamic Republic of),2019,2019,0.52626,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),IRN,Iran (Islamic Republic of),2020,2020,0.5119,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLT,Malta,2016,2016,143.85837,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLT,Malta,2017,2017,143.69232,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",MLT,Malta,2019,2019,172.14488,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),COL,Colombia,2016,2016,0.38816,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),COL,Colombia,2017,2017,0.46536,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),COL,Colombia,2018,2018,0.45194,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),COL,Colombia,2019,2019,0.49559,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),COL,Colombia,2020,2020,0.5457,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),USA,United States of America,2016,2016,0.83408,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),USA,United States of America,2017,2017,0.84902,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),USA,United States of America,2018,2018,0.84738,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),USA,United States of America,2019,2019,0.84778,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),FIN,Finland,2016,2016,1.09974,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),FIN,Finland,2017,2017,1.04987,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),FIN,Finland,2018,2018,1.06366,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),FIN,Finland,2019,2019,1.11942,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ALB,Albania,2016,2016,86.23373,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ALB,Albania,2017,2017,81.57679,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ALB,Albania,2019,2019,107.66394,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),KAZ,Kazakhstan,2017,2017,0.01943,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),KAZ,Kazakhstan,2018,2018,0.01721,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),KAZ,Kazakhstan,2019,2019,0.02021,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",DEU,Germany,2016,2016,40492.2526,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",DEU,Germany,2017,2017,42836.04163,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",DEU,Germany,2018,2018,46825.2006,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",DEU,Germany,2019,2019,47234.39131,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ROU,Romania,2016,2016,0.37234,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ROU,Romania,2017,2017,0.38146,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ROU,Romania,2018,2018,0.40046,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),ROU,Romania,2019,2019,0.44518,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MLI,Mali,2016,2016,33.85058,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MLI,Mali,2017,2017,36.93729,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MLI,Mali,2021,2021,103.39797,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MMR,Myanmar,2017,2017,0.48017,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MMR,Myanmar,2018,2018,0.37486,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MMR,Myanmar,2019,2019,0.37757,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARG,Argentina,2016,2016,9298.23808,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARG,Argentina,2017,2017,10389.34103,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARG,Argentina,2018,2018,7513.50772,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARG,Argentina,2019,2019,6783.1609,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ARG,Argentina,2020,2020,6072.83087,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),MNG,Mongolia,2016,2016,0.81869,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),MNG,Mongolia,2017,2017,0.78772,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",RWA,Rwanda,2016,2016,101.57121,‡,UIS Estimation
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",RWA,Rwanda,2018,2018,81.23953,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",RWA,Rwanda,2021,2021,266.56273,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2016,2016,0.97526,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2017,2017,0.96589,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2018,2018,1.05558,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2019,2019,1.08466,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2020,2020,1.27543,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),ZAF,South Africa,2021,2021,1.36676,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",BGR,Bulgaria,2017,2017,430.74445,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",BGR,Bulgaria,2018,2018,515.96258,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",BGR,Bulgaria,2019,2019,563.12078,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ECU,Ecuador,2016,2016,1124.61457,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ECU,Ecuador,2018,2018,1365.54591,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ECU,Ecuador,2019,2019,1314.74562,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ECU,Ecuador,2020,2020,1190.96191,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ECU,Ecuador,2021,2021,1124.28187,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MEX,Mexico,2016,2016,9142.57977,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MEX,Mexico,2017,2017,9235.27807,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MEX,Mexico,2018,2018,8785.24087,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",MEX,Mexico,2019,2019,9434.6832,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AUT,Austria,2016,2016,3600.63864,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AUT,Austria,2017,2017,3789.00969,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AUT,Austria,2018,2018,4062.6344,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AUT,Austria,2019,2019,3939.28449,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SVK,Slovakia,2016,2016,0.85984,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SVK,Slovakia,2017,2017,0.89482,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SVK,Slovakia,2018,2018,0.92442,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SVK,Slovakia,2019,2019,1.00685,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",BLZ,Belize,2016,2016,34.92932,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",BLZ,Belize,2017,2017,35.64905,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",BLZ,Belize,2018,2018,37.19059,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",BLZ,Belize,2019,2019,35.03466,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FRA,France,2017,2017,30026.02193,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FRA,France,2018,2018,32382.59933,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",FRA,France,2019,2019,31969.50526,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",LSO,Lesotho,2018,2018,94.01702,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SEN,Senegal,2016,2016,25.31459,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",SEN,Senegal,2018,2018,40.91036,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DMA,Dominica,2019,2019,1.7957,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DMA,Dominica,2020,2020,1.37728,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AFG,Afghanistan,2016,2016,356.46745,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",AFG,Afghanistan,2017,2017,359.93204,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DNK,Denmark,2016,2016,1.70825,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DNK,Denmark,2017,2017,1.67126,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DNK,Denmark,2018,2018,1.63238,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),DNK,Denmark,2019,2019,1.58623,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",POL,Poland,2016,2016,6942.47033,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",POL,Poland,2017,2017,7576.82138,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",POL,Poland,2018,2018,8568.43038,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",POL,Poland,2019,2019,7492.04193,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),BRB,Barbados,2016,2016,1.66552,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),BRB,Barbados,2019,2019,1.5787,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),BRB,Barbados,2020,2020,1.44738,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),BRB,Barbados,2021,2021,1.67408,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDA,Republic of Moldova,2016,2016,0.56438,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDA,Republic of Moldova,2017,2017,0.59602,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDA,Republic of Moldova,2018,2018,0.57837,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDA,Republic of Moldova,2019,2019,0.60128,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),MDA,Republic of Moldova,2020,2020,0.72888,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",DZA,Algeria,2021,2021,66495.52551,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MDV,Maldives,2016,2016,1.49214,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MDV,Maldives,2018,2018,1.38986,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),MDV,Maldives,2019,2019,1.49003,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLV,El Salvador,2016,2016,0.86286,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLV,El Salvador,2017,2017,0.791,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLV,El Salvador,2018,2018,0.7753,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),SLV,El Salvador,2019,2019,0.72211,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2016,2016,,a,Category not applicable
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2017,2017,,a,Category not applicable
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2018,2018,,a,Category not applicable
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2019,2019,,a,Category not applicable
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2020,2020,,a,Category not applicable
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",VAT,Holy See,2021,2021,,a,Category not applicable
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AFG,Afghanistan,2016,2016,0.33007,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),AFG,Afghanistan,2017,2017,0.32144,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ZMB,Zambia,2016,2016,529.81513,,
X_US_1_FSGOV,"Government expenditure on primary education, US$ (millions)",ZMB,Zambia,2017,2017,649.93349,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ISL,Iceland,2016,2016,196.62194,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ISL,Iceland,2017,2017,250.47219,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ISL,Iceland,2018,2018,279.49384,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",ISL,Iceland,2019,2019,255.64653,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),TGO,Togo,2016,2016,2.36168,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CIV,Côte d'Ivoire,2016,2016,225.21963,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CIV,Côte d'Ivoire,2017,2017,205.35584,,
X_US_3_FSGOV,"Government expenditure on upper secondary education, US$ (millions)",CIV,Côte d'Ivoire,2018,2018,224.5497,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),SVN,Slovenia,2016,2016,0.91774,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),SVN,Slovenia,2017,2017,0.91684,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),SVN,Slovenia,2018,2018,0.92404,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),SVN,Slovenia,2019,2019,0.9132,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),NZL,New Zealand,2016,2016,1.67509,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),NZL,New Zealand,2017,2017,1.62332,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),NZL,New Zealand,2018,2018,1.55101,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),NZL,New Zealand,2019,2019,1.20737,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GRC,Greece,2016,2016,0.69376,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GRC,Greece,2017,2017,0.68137,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GRC,Greece,2018,2018,0.72522,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),GRC,Greece,2019,2019,0.67378,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LKA,Sri Lanka,2016,2016,773.61933,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LKA,Sri Lanka,2017,2017,672.70377,,
X_US_2_FSGOV,"Government expenditure on lower secondary education, US$ (millions)",LKA,Sri Lanka,2018,2018,459.97802,,
